Approving	Years in Office	Display	Had Major Event	Pres - Obama	Conflict Name	Conflict Status	Disapproving	End Date	F15	F16	F17	Major Event	Number of Records	Party	Pres - Clinton	Pres - Bush I	Pres - Reagan	Pres - Bush II	Pres - Ford	Pres - Nixon	Pres - LBJ	Pres - JFK	Pres - Eisenhower	Pres - Truman	Pres - Carter	Pres - Trump	Pres - Roosevelt	President Number	President	Start Date	Term Began	Term Ended	Week Ending Date	Unsure/No Data
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	3/5/16					1	Democrat														44	Barack Obama	3/3/16	1/20/09	1/20/17	3/5/16	3
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	48	3/6/16					1	Democrat														44	Barack Obama	3/4/16	1/20/09	1/20/17	3/12/16	3
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	3/7/16					1	Democrat														44	Barack Obama	3/5/16	1/20/09	1/20/17	3/12/16	3
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	3/8/16					1	Democrat														44	Barack Obama	3/6/16	1/20/09	1/20/17	3/12/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	3/9/16					1	Democrat														44	Barack Obama	3/7/16	1/20/09	1/20/17	3/12/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	3/10/16					1	Democrat														44	Barack Obama	3/8/16	1/20/09	1/20/17	3/12/16	3
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	3/11/16					1	Democrat														44	Barack Obama	3/9/16	1/20/09	1/20/17	3/12/16	5
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	3/12/16					1	Democrat														44	Barack Obama	3/10/16	1/20/09	1/20/17	3/12/16	4
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	3/13/16					1	Democrat														44	Barack Obama	3/11/16	1/20/09	1/20/17	3/19/16	3
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	3/14/16					1	Democrat														44	Barack Obama	3/12/16	1/20/09	1/20/17	3/19/16	3
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	3/15/16					1	Democrat														44	Barack Obama	3/13/16	1/20/09	1/20/17	3/19/16	3
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	3/16/16					1	Democrat														44	Barack Obama	3/14/16	1/20/09	1/20/17	3/19/16	3
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	3/17/16					1	Democrat														44	Barack Obama	3/15/16	1/20/09	1/20/17	3/19/16	4
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	3/18/16					1	Democrat														44	Barack Obama	3/16/16	1/20/09	1/20/17	3/19/16	5
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	3/19/16					1	Democrat														44	Barack Obama	3/17/16	1/20/09	1/20/17	3/19/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	3/20/16					1	Democrat														44	Barack Obama	3/18/16	1/20/09	1/20/17	3/26/16	5
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	3/21/16					1	Democrat														44	Barack Obama	3/19/16	1/20/09	1/20/17	3/26/16	4
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	3/22/16					1	Democrat														44	Barack Obama	3/20/16	1/20/09	1/20/17	3/26/16	3
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	3/23/16					1	Democrat														44	Barack Obama	3/21/16	1/20/09	1/20/17	3/26/16	3
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	3/24/16					1	Democrat														44	Barack Obama	3/22/16	1/20/09	1/20/17	3/26/16	3
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	3/25/16					1	Democrat														44	Barack Obama	3/23/16	1/20/09	1/20/17	3/26/16	3
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	3/26/16					1	Democrat														44	Barack Obama	3/24/16	1/20/09	1/20/17	3/26/16	3
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	3/28/16					1	Democrat														44	Barack Obama	3/25/16	1/20/09	1/20/17	4/2/16	3
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	3/29/16					1	Democrat														44	Barack Obama	3/26/16	1/20/09	1/20/17	4/2/16	3
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	3/30/16					1	Democrat														44	Barack Obama	3/28/16	1/20/09	1/20/17	4/2/16	4
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	3/31/16					1	Democrat														44	Barack Obama	3/29/16	1/20/09	1/20/17	4/2/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/1/16					1	Democrat														44	Barack Obama	3/30/16	1/20/09	1/20/17	4/2/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	4/2/16					1	Democrat														44	Barack Obama	3/31/16	1/20/09	1/20/17	4/2/16	3
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	43	4/3/16					1	Democrat														44	Barack Obama	4/1/16	1/20/09	1/20/17	4/9/16	5
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	43	4/4/16					1	Democrat														44	Barack Obama	4/2/16	1/20/09	1/20/17	4/9/16	4
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	4/5/16					1	Democrat														44	Barack Obama	4/3/16	1/20/09	1/20/17	4/9/16	5
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	4/6/16					1	Democrat														44	Barack Obama	4/4/16	1/20/09	1/20/17	4/9/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	4/7/16					1	Democrat														44	Barack Obama	4/5/16	1/20/09	1/20/17	4/9/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	4/8/16					1	Democrat														44	Barack Obama	4/6/16	1/20/09	1/20/17	4/9/16	4
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	4/9/16					1	Democrat														44	Barack Obama	4/7/16	1/20/09	1/20/17	4/9/16	4
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/10/16					1	Democrat														44	Barack Obama	4/8/16	1/20/09	1/20/17	4/16/16	5
48	8.005479452	1	No	Barack Obama	War in Afghanistan	War	48	4/11/16					1	Democrat														44	Barack Obama	4/9/16	1/20/09	1/20/17	4/16/16	4
47	8.005479452	1	No	Barack Obama	War in Afghanistan	War	48	4/12/16					1	Democrat														44	Barack Obama	4/10/16	1/20/09	1/20/17	4/16/16	5
48	8.005479452	1	No	Barack Obama	War in Afghanistan	War	48	4/13/16					1	Democrat														44	Barack Obama	4/11/16	1/20/09	1/20/17	4/16/16	4
48	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	4/14/16					1	Democrat														44	Barack Obama	4/12/16	1/20/09	1/20/17	4/16/16	5
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	4/15/16					1	Democrat														44	Barack Obama	4/13/16	1/20/09	1/20/17	4/16/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/16/16					1	Democrat														44	Barack Obama	4/14/16	1/20/09	1/20/17	4/16/16	4
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	4/17/16					1	Democrat														44	Barack Obama	4/15/16	1/20/09	1/20/17	4/23/16	4
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	48	4/18/16					1	Democrat														44	Barack Obama	4/16/16	1/20/09	1/20/17	4/23/16	3
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/19/16					1	Democrat														44	Barack Obama	4/17/16	1/20/09	1/20/17	4/23/16	3
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	4/20/16					1	Democrat														44	Barack Obama	4/18/16	1/20/09	1/20/17	4/23/16	4
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	4/21/16					1	Democrat														44	Barack Obama	4/19/16	1/20/09	1/20/17	4/23/16	5
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/22/16					1	Democrat														44	Barack Obama	4/20/16	1/20/09	1/20/17	4/23/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/23/16					1	Democrat														44	Barack Obama	4/21/16	1/20/09	1/20/17	4/23/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	4/24/16					1	Democrat														44	Barack Obama	4/22/16	1/20/09	1/20/17	4/30/16	3
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/25/16					1	Democrat														44	Barack Obama	4/23/16	1/20/09	1/20/17	4/30/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	4/26/16					1	Democrat														44	Barack Obama	4/24/16	1/20/09	1/20/17	4/30/16	5
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/27/16					1	Democrat														44	Barack Obama	4/25/16	1/20/09	1/20/17	4/30/16	5
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/28/16					1	Democrat														44	Barack Obama	4/26/16	1/20/09	1/20/17	4/30/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	4/29/16					1	Democrat														44	Barack Obama	4/27/16	1/20/09	1/20/17	4/30/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	4/30/16					1	Democrat														44	Barack Obama	4/28/16	1/20/09	1/20/17	4/30/16	3
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/1/16					1	Democrat														44	Barack Obama	4/29/16	1/20/09	1/20/17	5/7/16	3
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/2/16					1	Democrat														44	Barack Obama	4/30/16	1/20/09	1/20/17	5/7/16	3
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/3/16					1	Democrat														44	Barack Obama	5/1/16	1/20/09	1/20/17	5/7/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	5/4/16					1	Democrat														44	Barack Obama	5/2/16	1/20/09	1/20/17	5/7/16	4
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/5/16					1	Democrat														44	Barack Obama	5/3/16	1/20/09	1/20/17	5/7/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/6/16					1	Democrat														44	Barack Obama	5/4/16	1/20/09	1/20/17	5/7/16	3
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	43	5/7/16					1	Democrat														44	Barack Obama	5/5/16	1/20/09	1/20/17	5/7/16	4
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	43	5/8/16					1	Democrat														44	Barack Obama	5/6/16	1/20/09	1/20/17	5/14/16	4
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	43	5/9/16					1	Democrat														44	Barack Obama	5/7/16	1/20/09	1/20/17	5/14/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	5/10/16					1	Democrat														44	Barack Obama	5/8/16	1/20/09	1/20/17	5/14/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	5/11/16					1	Democrat														44	Barack Obama	5/9/16	1/20/09	1/20/17	5/14/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	47	5/12/16					1	Democrat														44	Barack Obama	5/10/16	1/20/09	1/20/17	5/14/16	3
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	5/13/16					1	Democrat														44	Barack Obama	5/11/16	1/20/09	1/20/17	5/14/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	5/14/16					1	Democrat														44	Barack Obama	5/12/16	1/20/09	1/20/17	5/14/16	4
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	5/15/16					1	Democrat														44	Barack Obama	5/13/16	1/20/09	1/20/17	5/21/16	5
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	5/16/16					1	Democrat														44	Barack Obama	5/14/16	1/20/09	1/20/17	5/21/16	6
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/17/16					1	Democrat														44	Barack Obama	5/15/16	1/20/09	1/20/17	5/21/16	5
49	8.005479452	1	No	Barack Obama	War in Afghanistan	War	46	5/18/16					1	Democrat														44	Barack Obama	5/16/16	1/20/09	1/20/17	5/21/16	5
51	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/19/16					1	Democrat														44	Barack Obama	5/17/16	1/20/09	1/20/17	5/21/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	5/20/16					1	Democrat														44	Barack Obama	5/18/16	1/20/09	1/20/17	5/21/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	43	5/21/16					1	Democrat														44	Barack Obama	5/19/16	1/20/09	1/20/17	5/21/16	5
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/22/16					1	Democrat														44	Barack Obama	5/20/16	1/20/09	1/20/17	5/28/16	5
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	5/23/16					1	Democrat														44	Barack Obama	5/21/16	1/20/09	1/20/17	5/28/16	4
53	8.005479452	1	No	Barack Obama	War in Afghanistan	War	43	5/24/16					1	Democrat														44	Barack Obama	5/22/16	1/20/09	1/20/17	5/28/16	4
52	8.005479452	1	No	Barack Obama	War in Afghanistan	War	44	5/25/16					1	Democrat														44	Barack Obama	5/23/16	1/20/09	1/20/17	5/28/16	4
50	8.005479452	1	No	Barack Obama	War in Afghanistan	War	45	5/26/16					1	Democrat														44	Barack Obama	5/24/16	1/20/09	1/20/17	5/28/16	5
