Approving	Years in Office	Display	Had Major Event	Pres - Obama	Conflict Name	Conflict Status	Disapproving	End Date	F15	F16	F17	Major Event	Number of Records	Party	Pres - Clinton	Pres - Bush I	Pres - Reagan	Pres - Bush II	Pres - Ford	Pres - Nixon	Pres - LBJ	Pres - JFK	Pres - Eisenhower	Pres - Truman	Pres - Carter	Pres - Trump	Pres - Roosevelt	President Number	President	Start Date	Term Began	Term Ended	Week Ending Date	Unsure/No Data
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	12/10/09					1	Democrat														44	Barack Obama	12/6/09	1/20/09	1/20/17	12/12/09	6
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	12/11/09					1	Democrat														44	Barack Obama	12/7/09	1/20/09	1/20/17	12/12/09	6
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	12/12/09					1	Democrat														44	Barack Obama	12/10/09	1/20/09	1/20/17	12/12/09	9
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	12/13/09					1	Democrat														44	Barack Obama	12/11/09	1/20/09	1/20/17	12/19/09	10
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	12/14/09					1	Democrat														44	Barack Obama	12/12/09	1/20/09	1/20/17	12/19/09	10
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	12/15/09					1	Democrat														44	Barack Obama	12/13/09	1/20/09	1/20/17	12/19/09	10
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	12/16/09					1	Democrat														44	Barack Obama	12/14/09	1/20/09	1/20/17	12/19/09	8
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	40	12/17/09					1	Democrat														44	Barack Obama	12/15/09	1/20/09	1/20/17	12/19/09	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	12/18/09					1	Democrat														44	Barack Obama	12/16/09	1/20/09	1/20/17	12/19/09	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	12/19/09					1	Democrat														44	Barack Obama	12/17/09	1/20/09	1/20/17	12/19/09	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	12/20/09					1	Democrat														44	Barack Obama	12/18/09	1/20/09	1/20/17	12/26/09	5
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	12/21/09					1	Democrat														44	Barack Obama	12/19/09	1/20/09	1/20/17	12/26/09	6
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	12/22/09					1	Democrat														44	Barack Obama	12/20/09	1/20/09	1/20/17	12/26/09	6
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	12/23/09					1	Democrat														44	Barack Obama	12/21/09	1/20/09	1/20/17	12/26/09	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	12/27/09					1	Democrat														44	Barack Obama	12/22/09	1/20/09	1/20/17	1/2/10	6
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	12/28/09					1	Democrat														44	Barack Obama	12/23/09	1/20/09	1/20/17	1/2/10	7
53	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	12/29/09					1	Democrat														44	Barack Obama	12/27/09	1/20/09	1/20/17	1/2/10	6
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	12/30/09					1	Democrat														44	Barack Obama	12/28/09	1/20/09	1/20/17	1/2/10	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	1/2/10					1	Democrat														44	Barack Obama	12/29/09	1/20/09	1/20/17	1/2/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	1/3/10					1	Democrat														44	Barack Obama	12/30/09	1/20/09	1/20/17	1/9/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	1/4/10					1	Democrat														44	Barack Obama	1/2/10	1/20/09	1/20/17	1/9/10	6
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	1/5/10					1	Democrat														44	Barack Obama	1/3/10	1/20/09	1/20/17	1/9/10	5
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	1/6/10					1	Democrat														44	Barack Obama	1/4/10	1/20/09	1/20/17	1/9/10	6
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	1/7/10					1	Democrat														44	Barack Obama	1/5/10	1/20/09	1/20/17	1/9/10	7
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	1/8/10					1	Democrat														44	Barack Obama	1/6/10	1/20/09	1/20/17	1/9/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	1/9/10					1	Democrat														44	Barack Obama	1/7/10	1/20/09	1/20/17	1/9/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	1/10/10					1	Democrat														44	Barack Obama	1/8/10	1/20/09	1/20/17	1/16/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	1/11/10					1	Democrat														44	Barack Obama	1/9/10	1/20/09	1/20/17	1/16/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	1/12/10					1	Democrat														44	Barack Obama	1/10/10	1/20/09	1/20/17	1/16/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	1/13/10					1	Democrat														44	Barack Obama	1/11/10	1/20/09	1/20/17	1/16/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	1/14/10					1	Democrat														44	Barack Obama	1/12/10	1/20/09	1/20/17	1/16/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	1/15/10					1	Democrat														44	Barack Obama	1/13/10	1/20/09	1/20/17	1/16/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	1/16/10					1	Democrat														44	Barack Obama	1/14/10	1/20/09	1/20/17	1/16/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	1/17/10					1	Democrat														44	Barack Obama	1/15/10	1/20/09	1/20/17	1/23/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	1/18/10					1	Democrat														44	Barack Obama	1/16/10	1/20/09	1/20/17	1/23/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	1/19/10					1	Democrat														44	Barack Obama	1/17/10	1/20/09	1/20/17	1/23/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	1/20/10					1	Democrat														44	Barack Obama	1/18/10	1/20/09	1/20/17	1/23/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	1/21/10					1	Democrat														44	Barack Obama	1/19/10	1/20/09	1/20/17	1/23/10	6
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	1/22/10					1	Democrat														44	Barack Obama	1/20/10	1/20/09	1/20/17	1/23/10	6
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	1/23/10					1	Democrat														44	Barack Obama	1/21/10	1/20/09	1/20/17	1/23/10	5
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	1/24/10					1	Democrat														44	Barack Obama	1/22/10	1/20/09	1/20/17	1/30/10	5
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	1/25/10					1	Democrat														44	Barack Obama	1/23/10	1/20/09	1/20/17	1/30/10	5
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	1/26/10					1	Democrat														44	Barack Obama	1/24/10	1/20/09	1/20/17	1/30/10	6
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	1/27/10					1	Democrat														44	Barack Obama	1/25/10	1/20/09	1/20/17	1/30/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	1/28/10					1	Democrat														44	Barack Obama	1/26/10	1/20/09	1/20/17	1/30/10	7
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	1/29/10					1	Democrat														44	Barack Obama	1/27/10	1/20/09	1/20/17	1/30/10	6
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	1/30/10					1	Democrat														44	Barack Obama	1/28/10	1/20/09	1/20/17	1/30/10	6
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	1/31/10					1	Democrat														44	Barack Obama	1/29/10	1/20/09	1/20/17	2/6/10	6
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	2/1/10					1	Democrat														44	Barack Obama	1/30/10	1/20/09	1/20/17	2/6/10	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	2/2/10					1	Democrat														44	Barack Obama	1/31/10	1/20/09	1/20/17	2/6/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	2/3/10					1	Democrat														44	Barack Obama	2/1/10	1/20/09	1/20/17	2/6/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	2/4/10					1	Democrat														44	Barack Obama	2/2/10	1/20/09	1/20/17	2/6/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	2/5/10					1	Democrat														44	Barack Obama	2/3/10	1/20/09	1/20/17	2/6/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	2/6/10					1	Democrat														44	Barack Obama	2/4/10	1/20/09	1/20/17	2/6/10	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	2/7/10					1	Democrat														44	Barack Obama	2/5/10	1/20/09	1/20/17	2/13/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	2/8/10					1	Democrat														44	Barack Obama	2/6/10	1/20/09	1/20/17	2/13/10	9
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	2/9/10					1	Democrat														44	Barack Obama	2/7/10	1/20/09	1/20/17	2/13/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	2/10/10					1	Democrat														44	Barack Obama	2/8/10	1/20/09	1/20/17	2/13/10	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	2/11/10					1	Democrat														44	Barack Obama	2/9/10	1/20/09	1/20/17	2/13/10	7
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	2/12/10					1	Democrat														44	Barack Obama	2/10/10	1/20/09	1/20/17	2/13/10	7
53	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	40	2/13/10					1	Democrat														44	Barack Obama	2/11/10	1/20/09	1/20/17	2/13/10	7
53	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	40	2/14/10					1	Democrat														44	Barack Obama	2/12/10	1/20/09	1/20/17	2/20/10	7
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	2/15/10					1	Democrat														44	Barack Obama	2/13/10	1/20/09	1/20/17	2/20/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	2/16/10					1	Democrat														44	Barack Obama	2/14/10	1/20/09	1/20/17	2/20/10	9
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	2/17/10					1	Democrat														44	Barack Obama	2/15/10	1/20/09	1/20/17	2/20/10	8
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	2/18/10					1	Democrat														44	Barack Obama	2/16/10	1/20/09	1/20/17	2/20/10	8
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	2/19/10					1	Democrat														44	Barack Obama	2/17/10	1/20/09	1/20/17	2/20/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	2/20/10					1	Democrat														44	Barack Obama	2/18/10	1/20/09	1/20/17	2/20/10	7
49	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	43	2/21/10				The United States Navy lifted its ban on women in submarines.[698]	1	Democrat														44	Barack Obama	2/19/10	1/20/09	1/20/17	2/27/10	8
51	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	43	2/22/10				The United States Navy lifted its ban on women in submarines.[698]	1	Democrat														44	Barack Obama	2/20/10	1/20/09	1/20/17	2/27/10	6
51	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	43	2/23/10				The United States Navy lifted its ban on women in submarines.[698]	1	Democrat														44	Barack Obama	2/21/10	1/20/09	1/20/17	2/27/10	6
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	42	2/24/10				The United States Navy lifted its ban on women in submarines.[698]	1	Democrat														44	Barack Obama	2/22/10	1/20/09	1/20/17	2/27/10	8
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	42	2/25/10				The United States Navy lifted its ban on women in submarines.[698]	1	Democrat														44	Barack Obama	2/23/10	1/20/09	1/20/17	2/27/10	8
49	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	45	2/26/10				The United States Navy lifted its ban on women in submarines.[698]	1	Democrat														44	Barack Obama	2/24/10	1/20/09	1/20/17	2/27/10	6
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	45	2/27/10				The United States Navy lifted its ban on women in submarines.[698]	1	Democrat														44	Barack Obama	2/25/10	1/20/09	1/20/17	2/27/10	5
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	2/28/10					1	Democrat														44	Barack Obama	2/26/10	1/20/09	1/20/17	3/6/10	6
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	3/1/10					1	Democrat														44	Barack Obama	2/27/10	1/20/09	1/20/17	3/6/10	7
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	3/2/10					1	Democrat														44	Barack Obama	2/28/10	1/20/09	1/20/17	3/6/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	3/3/10					1	Democrat														44	Barack Obama	3/1/10	1/20/09	1/20/17	3/6/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/4/10					1	Democrat														44	Barack Obama	3/2/10	1/20/09	1/20/17	3/6/10	6
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	3/5/10					1	Democrat														44	Barack Obama	3/3/10	1/20/09	1/20/17	3/6/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	3/6/10					1	Democrat														44	Barack Obama	3/4/10	1/20/09	1/20/17	3/6/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/7/10					1	Democrat														44	Barack Obama	3/5/10	1/20/09	1/20/17	3/13/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	3/8/10					1	Democrat														44	Barack Obama	3/6/10	1/20/09	1/20/17	3/13/10	8
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/9/10					1	Democrat														44	Barack Obama	3/7/10	1/20/09	1/20/17	3/13/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	3/10/10					1	Democrat														44	Barack Obama	3/8/10	1/20/09	1/20/17	3/13/10	9
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	3/11/10					1	Democrat														44	Barack Obama	3/9/10	1/20/09	1/20/17	3/13/10	9
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/12/10					1	Democrat														44	Barack Obama	3/10/10	1/20/09	1/20/17	3/13/10	9
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/13/10					1	Democrat														44	Barack Obama	3/11/10	1/20/09	1/20/17	3/13/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/14/10					1	Democrat														44	Barack Obama	3/12/10	1/20/09	1/20/17	3/20/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/15/10					1	Democrat														44	Barack Obama	3/13/10	1/20/09	1/20/17	3/20/10	8
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	3/16/10					1	Democrat														44	Barack Obama	3/14/10	1/20/09	1/20/17	3/20/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	3/17/10					1	Democrat														44	Barack Obama	3/15/10	1/20/09	1/20/17	3/20/10	6
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	3/18/10					1	Democrat														44	Barack Obama	3/16/10	1/20/09	1/20/17	3/20/10	6
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	3/20/10					1	Democrat														44	Barack Obama	3/17/10	1/20/09	1/20/17	3/20/10	7
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	43	3/21/10				The Patient Protection and Affordable Care Act (PPACA) was signed into law by President Barack Obama.[699]	1	Democrat														44	Barack Obama	3/18/10	1/20/09	1/20/17	3/27/10	7
51	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	43	3/22/10				The Patient Protection and Affordable Care Act (PPACA) was signed into law by President Barack Obama.[699]	1	Democrat														44	Barack Obama	3/20/10	1/20/09	1/20/17	3/27/10	6
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	44	3/23/10				The Patient Protection and Affordable Care Act (PPACA) was signed into law by President Barack Obama.[699]	1	Democrat														44	Barack Obama	3/21/10	1/20/09	1/20/17	3/27/10	6
51	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	42	3/24/10				The Patient Protection and Affordable Care Act (PPACA) was signed into law by President Barack Obama.[699]	1	Democrat														44	Barack Obama	3/22/10	1/20/09	1/20/17	3/27/10	7
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	44	3/25/10				The Patient Protection and Affordable Care Act (PPACA) was signed into law by President Barack Obama.[699]	1	Democrat														44	Barack Obama	3/23/10	1/20/09	1/20/17	3/27/10	6
48	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	45	3/26/10				The Patient Protection and Affordable Care Act (PPACA) was signed into law by President Barack Obama.[699]	1	Democrat														44	Barack Obama	3/24/10	1/20/09	1/20/17	3/27/10	7
46	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	46	3/27/10				The Patient Protection and Affordable Care Act (PPACA) was signed into law by President Barack Obama.[699]	1	Democrat														44	Barack Obama	3/25/10	1/20/09	1/20/17	3/27/10	8
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	3/28/10					1	Democrat														44	Barack Obama	3/26/10	1/20/09	1/20/17	4/3/10	6
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	3/29/10					1	Democrat														44	Barack Obama	3/27/10	1/20/09	1/20/17	4/3/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	3/30/10					1	Democrat														44	Barack Obama	3/28/10	1/20/09	1/20/17	4/3/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	3/31/10					1	Democrat														44	Barack Obama	3/29/10	1/20/09	1/20/17	4/3/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	4/1/10					1	Democrat														44	Barack Obama	3/30/10	1/20/09	1/20/17	4/3/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	4/2/10					1	Democrat														44	Barack Obama	3/31/10	1/20/09	1/20/17	4/3/10	7
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	4/3/10					1	Democrat														44	Barack Obama	4/1/10	1/20/09	1/20/17	4/3/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	4/5/10					1	Democrat														44	Barack Obama	4/2/10	1/20/09	1/20/17	4/10/10	5
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	4/6/10					1	Democrat														44	Barack Obama	4/3/10	1/20/09	1/20/17	4/10/10	5
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	4/7/10					1	Democrat														44	Barack Obama	4/5/10	1/20/09	1/20/17	4/10/10	5
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	4/8/10					1	Democrat														44	Barack Obama	4/6/10	1/20/09	1/20/17	4/10/10	5
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	4/9/10					1	Democrat														44	Barack Obama	4/7/10	1/20/09	1/20/17	4/10/10	5
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	4/10/10					1	Democrat														44	Barack Obama	4/8/10	1/20/09	1/20/17	4/10/10	7
45	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	48	4/11/10					1	Democrat														44	Barack Obama	4/9/10	1/20/09	1/20/17	4/17/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	4/12/10					1	Democrat														44	Barack Obama	4/10/10	1/20/09	1/20/17	4/17/10	8
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	4/13/10					1	Democrat														44	Barack Obama	4/11/10	1/20/09	1/20/17	4/17/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	4/14/10					1	Democrat														44	Barack Obama	4/12/10	1/20/09	1/20/17	4/17/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	4/15/10					1	Democrat														44	Barack Obama	4/13/10	1/20/09	1/20/17	4/17/10	7
46	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	4/16/10					1	Democrat														44	Barack Obama	4/14/10	1/20/09	1/20/17	4/17/10	8
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	4/17/10					1	Democrat														44	Barack Obama	4/15/10	1/20/09	1/20/17	4/17/10	7
48	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	46	4/18/10				Deepwater Horizon oil spill: The BP oil rig Deepwater Horizon exploded in the Gulf of Mexico, killing 11 workers and spilling 4.9 million barrels of oil into the Gulf over an 87-day period; being the largest marine oil spill in the history of the petroleum industry.[700]	1	Democrat														44	Barack Obama	4/16/10	1/20/09	1/20/17	4/24/10	6
49	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	45	4/19/10				Deepwater Horizon oil spill: The BP oil rig Deepwater Horizon exploded in the Gulf of Mexico, killing 11 workers and spilling 4.9 million barrels of oil into the Gulf over an 87-day period; being the largest marine oil spill in the history of the petroleum industry.[700]	1	Democrat														44	Barack Obama	4/17/10	1/20/09	1/20/17	4/24/10	6
49	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	45	4/20/10				Deepwater Horizon oil spill: The BP oil rig Deepwater Horizon exploded in the Gulf of Mexico, killing 11 workers and spilling 4.9 million barrels of oil into the Gulf over an 87-day period; being the largest marine oil spill in the history of the petroleum industry.[700]	1	Democrat														44	Barack Obama	4/18/10	1/20/09	1/20/17	4/24/10	6
49	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	43	4/21/10				Deepwater Horizon oil spill: The BP oil rig Deepwater Horizon exploded in the Gulf of Mexico, killing 11 workers and spilling 4.9 million barrels of oil into the Gulf over an 87-day period; being the largest marine oil spill in the history of the petroleum industry.[700]	1	Democrat														44	Barack Obama	4/19/10	1/20/09	1/20/17	4/24/10	8
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	42	4/22/10				Deepwater Horizon oil spill: The BP oil rig Deepwater Horizon exploded in the Gulf of Mexico, killing 11 workers and spilling 4.9 million barrels of oil into the Gulf over an 87-day period; being the largest marine oil spill in the history of the petroleum industry.[700]	1	Democrat														44	Barack Obama	4/20/10	1/20/09	1/20/17	4/24/10	8
49	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	42	4/23/10				Deepwater Horizon oil spill: The BP oil rig Deepwater Horizon exploded in the Gulf of Mexico, killing 11 workers and spilling 4.9 million barrels of oil into the Gulf over an 87-day period; being the largest marine oil spill in the history of the petroleum industry.[700]	1	Democrat														44	Barack Obama	4/21/10	1/20/09	1/20/17	4/24/10	9
50	8.005479452	1	Yes	Barack Obama	War in Afghanistan & Iraq	War	43	4/24/10				Deepwater Horizon oil spill: The BP oil rig Deepwater Horizon exploded in the Gulf of Mexico, killing 11 workers and spilling 4.9 million barrels of oil into the Gulf over an 87-day period; being the largest marine oil spill in the history of the petroleum industry.[700]	1	Democrat														44	Barack Obama	4/22/10	1/20/09	1/20/17	4/24/10	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	4/25/10					1	Democrat														44	Barack Obama	4/23/10	1/20/09	1/20/17	5/1/10	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	4/26/10					1	Democrat														44	Barack Obama	4/24/10	1/20/09	1/20/17	5/1/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	4/27/10					1	Democrat														44	Barack Obama	4/25/10	1/20/09	1/20/17	5/1/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	4/29/10					1	Democrat														44	Barack Obama	4/27/10	1/20/09	1/20/17	5/1/10	6
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	44	4/30/10					1	Democrat														44	Barack Obama	4/28/10	1/20/09	1/20/17	5/1/10	7
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	46	5/1/10					1	Democrat														44	Barack Obama	4/29/10	1/20/09	1/20/17	5/1/10	7
47	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	47	5/2/10					1	Democrat														44	Barack Obama	4/30/10	1/20/09	1/20/17	5/8/10	6
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	45	5/3/10					1	Democrat														44	Barack Obama	5/1/10	1/20/09	1/20/17	5/8/10	5
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	5/4/10					1	Democrat														44	Barack Obama	5/2/10	1/20/09	1/20/17	5/8/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	5/5/10					1	Democrat														44	Barack Obama	5/3/10	1/20/09	1/20/17	5/8/10	8
48	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	5/6/10					1	Democrat														44	Barack Obama	5/4/10	1/20/09	1/20/17	5/8/10	9
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	5/7/10					1	Democrat														44	Barack Obama	5/5/10	1/20/09	1/20/17	5/8/10	8
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	5/8/10					1	Democrat														44	Barack Obama	5/6/10	1/20/09	1/20/17	5/8/10	7
50	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	5/9/10					1	Democrat														44	Barack Obama	5/7/10	1/20/09	1/20/17	5/15/10	7
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	5/10/10					1	Democrat														44	Barack Obama	5/8/10	1/20/09	1/20/17	5/15/10	7
49	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	43	5/11/10					1	Democrat														44	Barack Obama	5/9/10	1/20/09	1/20/17	5/15/10	8
51	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	42	5/12/10					1	Democrat														44	Barack Obama	5/10/10	1/20/09	1/20/17	5/15/10	7
52	8.005479452	1	No	Barack Obama	War in Afghanistan & Iraq	War	41	5/13/10					1	Democrat														44	Barack Obama	5/11/10	1/20/09	1/20/17	5/15/10	7
